id;documento
79;"<b>Indivíduo de numero 79 registrado pela equipe do Trecho 06 na cidade de Matinhos (Paraná), atraves de monitoramento do tipo Acionamento com a mare Cheia e vento N/A. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
80;"<b>Indivíduo de numero 80 registrado pela equipe do Trecho 06 na cidade de Guaratuba (Paraná), atraves de monitoramento do tipo Acionamento com a mare Indeterminado e vento N/A. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 3 e Não apresentava oleo.</b><br>"
81;"<b>Indivíduo de numero 81 registrado pela equipe do Trecho 06 na cidade de Guaratuba (Paraná), atraves de monitoramento do tipo Regular com a mare Vazante e vento Sul. Espécie: Caretta caretta, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
82;"<b>Indivíduo de numero 82 registrado pela equipe do Trecho 06 na cidade de Guaratuba (Paraná), atraves de monitoramento do tipo Regular com a mare Cheia e vento N/A. Espécie: Caretta caretta, Adulto Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
83;"<b>Indivíduo de numero 83 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul (Santa Catarina), atraves de monitoramento do tipo Acionamento com a mare Vazante e vento N/A. Espécie: Chelonia mydas, Indeterminado Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
84;"<b>Indivíduo de numero 84 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudeste. Espécie: Caretta caretta, Indeterminado Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
85;"<b>Indivíduo de numero 85 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudeste. Espécie: Puffinus puffinus, Indeterminado Não ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Água com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
86;"<b>Indivíduo de numero 86 registrado pela equipe do Trecho 03 na cidade de Florianópolis (Santa Catarina), atraves de monitoramento do tipo Acionamento com a mare Indeterminado e vento N/A. Espécie: Phimosus infuscatus, Adulto Não ,,,esta ameacada de extincao. Foi encontrado Vivo em ambiente Outros com o Cod de carcaca 1 e Não apresentava oleo.</b><br>"
87;"<b>Indivíduo de numero 87 registrado pela equipe do Trecho 02 na cidade de Florianópolis (Santa Catarina), atraves de monitoramento do tipo Acionamento com a mare Indeterminado e vento N/A. Espécie: Larus dominicanus, Adulto Não ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Outros com o Cod de carcaca 2 e Não apresentava oleo.</b><br>"
88;"<b>Indivíduo de numero 88 registrado pela equipe do Trecho 06 na cidade de Matinhos (Paraná), atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
90;"<b>Indivíduo de numero 90 registrado pela equipe do Trecho 06 na cidade de Matinhos,Pontal Do Paraná (Paraná), atraves de monitoramento do tipo Regular com a mare Enchente e vento N/A. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
91;"<b>Indivíduo de numero 91 registrado pela equipe do Trecho 02 na cidade de Palhoça (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Cheia e vento Nordeste. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
92;"<b>Indivíduo de numero 92 registrado pela equipe do Trecho 04 na cidade de Porto Belo (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Enchente e vento Norte. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
93;"<b>Indivíduo de numero 93 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul (Santa Catarina), atraves de monitoramento do tipo Acionamento com a mare Indeterminado e vento N/A. Espécie: Sula leucogaster, Adulto Não ,,,esta ameacada de extincao. Foi encontrado Vivo em ambiente Outros com o Cod de carcaca 1 e Não apresentava oleo.</b><br>"
94;"<b>Indivíduo de numero 94 registrado pela equipe do Trecho 01 na cidade de Imbituba (Santa Catarina), atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Nordeste. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
95;"<b>Indivíduo de numero 95 registrado pela equipe do Trecho 05 na cidade de Itapoá (Santa Catarina), atraves de monitoramento do tipo Acionamento com a mare Enchente e vento Sudeste. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Vivo em ambiente Arenoso com o Cod de carcaca 1 e Não apresentava oleo.</b><br>"
96;"<b>Indivíduo de numero 96 registrado pela equipe do Trecho 04 na cidade de Navegantes (Santa Catarina), atraves de monitoramento do tipo Acionamento com a mare Enchente e vento Nordeste. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
97;"<b>Indivíduo de numero 97 registrado pela equipe do Trecho 04 na cidade de Navegantes (Santa Catarina), atraves de monitoramento do tipo Acionamento com a mare Enchente e vento Nordeste. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
98;"<b>Indivíduo de numero 98 registrado pela equipe do Trecho 06 na cidade de Matinhos,Pontal Do Paraná (Paraná), atraves de monitoramento do tipo Regular com a mare Cheia e vento Sudeste. Espécie: Caretta caretta, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
99;"<b>Indivíduo de numero 99 registrado pela equipe do Trecho 05 na cidade de Balneário Barra Do Sul (Santa Catarina), atraves de monitoramento do tipo Acionamento com a mare Indeterminado e vento N/A. Espécie: Sterna hirundinacea, Adulto Não ,,,esta ameacada de extincao. Foi encontrado Vivo em ambiente Outros com o Cod de carcaca 1 e Não apresentava oleo.</b><br>"
100;"<b>Indivíduo de numero 100 registrado pela equipe do Trecho 06 na cidade de Matinhos,Pontal Do Paraná (Paraná), atraves de monitoramento do tipo Acionamento com a mare Enchente e vento Norte. Espécie: Larus dominicanus, Juvenil Não ,,,esta ameacada de extincao. Foi encontrado Vivo em ambiente Arenoso com o Cod de carcaca 1 e Não apresentava oleo.</b><br>"
101;"<b>Indivíduo de numero 101 registrado pela equipe do Trecho 05 na cidade de Itapoá (Santa Catarina), atraves de monitoramento do tipo Acionamento com a mare Indeterminado e vento N/A. Espécie: Sula leucogaster, Adulto Não ,,,esta ameacada de extincao. Foi encontrado Vivo em ambiente Arenoso com o Cod de carcaca 1 e Não apresentava oleo.</b><br>"
102;"<b>Indivíduo de numero 102 registrado pela equipe do Trecho 01 na cidade de Imbituba (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudoeste. Espécie: Pontoporia blainvillei, Adulto Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
103;"<b>Indivíduo de numero 103 registrado pela equipe do Trecho 03 na cidade de Florianópolis (Santa Catarina), atraves de monitoramento do tipo Acionamento com a mare Indeterminado e vento Noroeste. Espécie: Phimosus infuscatus, Adulto Não ,,,esta ameacada de extincao. Foi encontrado Vivo em ambiente Outros com o Cod de carcaca 1 e Não apresentava oleo.</b><br>"
104;"<b>Indivíduo de numero 104 registrado pela equipe do Trecho 02 na cidade de Palhoça (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Vazante e vento Nordeste. Espécie: Nannopterum brasilianum, Indeterminado Não ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
105;"<b>Indivíduo de numero 105 registrado pela equipe do Trecho 04 na cidade de Navegantes (Santa Catarina), atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Oeste. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
106;"<b>Indivíduo de numero 106 registrado pela equipe do Trecho 04 na cidade de Bombinhas (Santa Catarina), atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Noroeste. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
107;"<b>Indivíduo de numero 107 registrado pela equipe do Trecho 04 na cidade de Penha (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Vazante e vento Oeste. Espécie: Pontoporia blainvillei, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
108;"<b>Indivíduo de numero 108 registrado pela equipe do Trecho 01 na cidade de Laguna (Santa Catarina), atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Nordeste. Espécie: Larus dominicanus, Juvenil Não ,,,esta ameacada de extincao. Foi encontrado Vivo em ambiente Arenoso com o Cod de carcaca 1 e Não apresentava oleo.</b><br>"
109;"<b>Indivíduo de numero 109 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste. Espécie: Chelonia mydas, Indeterminado Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 5 e Não apresentava oleo.</b><br>"
110;"<b>Indivíduo de numero 110 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
111;"<b>Indivíduo de numero 111 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Vazante e vento Nordeste. Espécie: Chelonia mydas, Indeterminado Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
112;"<b>Indivíduo de numero 112 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul (Santa Catarina), atraves de monitoramento do tipo Acionamento com a mare Enchente e vento Nordeste. Espécie: Sula leucogaster, Adulto Não ,,,esta ameacada de extincao. Foi encontrado Vivo em ambiente Arenoso com o Cod de carcaca 1 e Não apresentava oleo.</b><br>"
113;"<b>Indivíduo de numero 113 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Vazante e vento N/A. Espécie: Sula leucogaster, Indeterminado Não ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
114;"<b>Indivíduo de numero 114 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Vazante e vento N/A. Espécie: Chelonia mydas, Indeterminado Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
115;"<b>Indivíduo de numero 115 registrado pela equipe do Trecho 01 na cidade de Imbituba (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Enchente e vento Nordeste. Espécie: Larus dominicanus, Juvenil Não ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 5 e Não apresentava oleo.</b><br>"
116;"<b>Indivíduo de numero 116 registrado pela equipe do Trecho 03 na cidade de Florianópolis (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Enchente e vento Noroeste. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
117;"<b>Indivíduo de numero 117 registrado pela equipe do Trecho 03 na cidade de Florianópolis (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Vazante e vento Noroeste. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 5 e Não apresentava oleo.</b><br>"
118;"<b>Indivíduo de numero 118 registrado pela equipe do Trecho 04 na cidade de Porto Belo (Santa Catarina), atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Norte. Espécie: Nannopterum brasilianum, Indeterminado Não ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
119;"<b>Indivíduo de numero 119 registrado pela equipe do Trecho 04 na cidade de Navegantes (Santa Catarina), atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Oeste. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
120;"<b>Indivíduo de numero 120 registrado pela equipe do Trecho 04 na cidade de Balneário Camboriú (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Vazante e vento Oeste. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
121;"<b>Indivíduo de numero 121 registrado pela equipe do Trecho 01 na cidade de Imbituba (Santa Catarina), atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Nordeste. Espécie: Larus dominicanus, Juvenil Não ,,,esta ameacada de extincao. Foi encontrado Vivo em ambiente Arenoso com o Cod de carcaca 1 e Não apresentava oleo.</b><br>"
122;"<b>Indivíduo de numero 122 registrado pela equipe do Trecho 01 na cidade de Laguna (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Vazante e vento Nordeste. Espécie: Larus dominicanus, Juvenil Não ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 2 e Não apresentava oleo.</b><br>"
123;"<b>Indivíduo de numero 123 registrado pela equipe do Trecho 01 na cidade de Laguna (Santa Catarina), atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Nordeste. Espécie: Phimosus infuscatus, Adulto Não ,,,esta ameacada de extincao. Foi encontrado Vivo em ambiente Arenoso com o Cod de carcaca 1 e Não apresentava oleo.</b><br>"
124;"<b>Indivíduo de numero 124 registrado pela equipe do Trecho 04 na cidade de Penha (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Vazante e vento Oeste. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
125;"<b>Indivíduo de numero 125 registrado pela equipe do Trecho 03 na cidade de Florianópolis (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Vazante e vento Noroeste. Espécie: Sula leucogaster, Juvenil Não ,,,esta ameacada de extincao. Foi encontrado Vivo em ambiente Arenoso com o Cod de carcaca 1 e Não apresentava oleo.</b><br>"
126;"<b>Indivíduo de numero 126 registrado pela equipe do Trecho 03 na cidade de Florianópolis (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Vazante e vento Noroeste. Espécie: Thalassarche chlororhynchos, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
